project_id,sanctioned_cost_lakh,planned_duration_days,sanction_to_start_lag_days,num_bidders,vendor_past_overrun_rate,vendor_completed_projects,district_past_delay_rate,monsoon_overlap_months,fund_release_tranches,rate_deviation_pct,is_election_year,category_code,is_delayed_or_overrun
PRJ-300228,37.01,273.0,103.4,4.0,0.0787,33.0,0.299,0.0,2.0,-10.82,0.0,0.0,0
PRJ-300229,12.78,258.0,19.2,5.0,0.3049,4.0,0.5395,4.0,2.0,2.14,0.0,3.0,1
PRJ-300230,23.54,440.0,61.8,3.0,0.2383,41.0,0.2774,0.0,2.0,-19.49,1.0,2.0,0
PRJ-300231,15.16,156.0,24.3,2.0,0.2967,8.0,0.546,0.0,1.0,-2.97,0.0,5.0,0
PRJ-300232,14.98,104.0,128.1,4.0,0.1253,12.0,0.436,0.0,1.0,-6.24,1.0,3.0,1
PRJ-300233,3.57,282.0,124.5,8.0,0.137,35.0,0.2771,0.0,4.0,-0.34,0.0,3.0,0
PRJ-300234,5.31,451.0,60.3,4.0,0.5613,31.0,0.7309,0.0,4.0,-4.98,1.0,7.0,1
PRJ-300235,9.96,125.0,59.4,7.0,0.5251,13.0,0.3175,3.0,3.0,6.21,0.0,0.0,0
PRJ-300236,23.93,213.0,77.7,6.0,0.2145,3.0,0.4978,3.0,1.0,-8.18,1.0,2.0,1
PRJ-300237,15.3,375.0,68.2,2.0,0.0545,11.0,0.4401,0.0,4.0,10.43,0.0,2.0,0
PRJ-300238,10.03,281.0,85.2,8.0,0.1342,2.0,0.3946,2.0,4.0,18.66,0.0,2.0,0
PRJ-300239,18.08,344.0,18.8,5.0,0.1858,59.0,0.2027,1.0,2.0,-12.98,0.0,4.0,0
PRJ-300240,23.38,306.0,44.7,5.0,0.4085,4.0,0.5123,0.0,1.0,7.43,0.0,1.0,0
PRJ-300241,12.25,445.0,25.9,6.0,0.203,42.0,0.311,2.0,4.0,-3.22,1.0,2.0,0
PRJ-300242,14.13,478.0,123.2,1.0,0.2537,22.0,0.3662,4.0,4.0,11.2,0.0,6.0,1
PRJ-300243,12.97,267.0,13.9,3.0,0.1658,18.0,0.3556,4.0,2.0,-13.02,0.0,0.0,1
PRJ-300244,11.74,258.0,138.1,7.0,0.1148,0.0,0.4246,0.0,2.0,14.48,0.0,2.0,1
PRJ-300245,6.95,182.0,45.3,6.0,0.4397,1.0,0.0868,2.0,2.0,-4.49,0.0,8.0,0
PRJ-300246,6.57,264.0,86.2,4.0,0.7147,59.0,0.3045,2.0,3.0,-2.65,0.0,3.0,0
PRJ-300247,18.01,459.0,28.6,4.0,0.4997,47.0,0.4199,0.0,3.0,-2.63,0.0,6.0,0
PRJ-300248,23.66,293.0,12.7,5.0,0.24,16.0,0.487,2.0,3.0,-13.42,0.0,1.0,1
PRJ-300249,10.01,387.0,119.9,4.0,0.3269,34.0,0.434,2.0,3.0,9.46,0.0,7.0,1
PRJ-300250,9.86,252.0,64.3,4.0,0.0625,53.0,0.0991,0.0,3.0,-7.16,1.0,2.0,0
PRJ-300251,2.9,394.0,15.2,5.0,0.1773,18.0,0.3147,1.0,2.0,5.96,1.0,3.0,0
PRJ-300252,2.52,397.0,40.7,3.0,0.1325,57.0,0.5136,4.0,3.0,-3.1,1.0,8.0,1
PRJ-300253,27.51,306.0,38.3,5.0,0.2926,31.0,0.328,0.0,1.0,-2.53,1.0,6.0,0
PRJ-300254,7.28,507.0,62.7,6.0,0.1789,27.0,0.131,0.0,2.0,12.03,0.0,3.0,0
PRJ-300255,46.06,478.0,18.7,6.0,0.2423,53.0,0.1736,2.0,1.0,-18.01,1.0,5.0,0
PRJ-300256,8.21,123.0,14.9,5.0,0.2213,27.0,0.3476,4.0,2.0,-27.53,0.0,3.0,0
PRJ-300257,3.66,157.0,49.4,4.0,0.0491,3.0,0.2443,3.0,2.0,-8.45,0.0,3.0,0
PRJ-300258,13.04,517.0,19.7,6.0,0.2022,8.0,0.4809,3.0,1.0,-1.19,0.0,3.0,1
PRJ-300259,20.01,243.0,122.5,6.0,0.0933,43.0,0.1323,4.0,1.0,-2.96,0.0,3.0,0
PRJ-300260,18.62,198.0,80.4,3.0,0.2069,37.0,0.7534,0.0,4.0,-9.12,0.0,1.0,0
PRJ-300261,21.29,439.0,78.8,4.0,0.368,51.0,0.2941,3.0,3.0,20.08,0.0,5.0,1
PRJ-300262,5.98,343.0,5.2,6.0,0.1746,11.0,0.6817,4.0,3.0,15.06,0.0,1.0,1
PRJ-300263,27.11,110.0,29.6,6.0,0.2793,31.0,0.5134,3.0,2.0,-31.98,0.0,0.0,0
PRJ-300264,28.1,90.0,35.0,4.0,0.1556,22.0,0.2936,1.0,1.0,-8.08,0.0,8.0,0
PRJ-300265,28.86,445.0,16.9,3.0,0.0548,57.0,0.4101,4.0,3.0,4.63,1.0,0.0,0
PRJ-300266,14.45,423.0,68.3,8.0,0.201,47.0,0.2679,2.0,2.0,3.91,0.0,0.0,0
PRJ-300267,9.49,219.0,61.8,5.0,0.1122,13.0,0.3499,1.0,2.0,-9.71,0.0,5.0,0
PRJ-300268,8.91,471.0,76.5,5.0,0.1081,44.0,0.4946,1.0,1.0,15.9,0.0,7.0,0
PRJ-300269,3.64,107.0,92.7,4.0,0.0847,43.0,0.4157,2.0,1.0,-10.97,0.0,6.0,1
PRJ-300270,8.34,475.0,89.5,7.0,0.2981,23.0,0.4167,0.0,3.0,-0.34,0.0,8.0,0
PRJ-300271,1.81,84.0,225.7,3.0,0.4825,25.0,0.517,4.0,2.0,-0.92,0.0,0.0,0
PRJ-300272,3.28,359.0,43.5,8.0,0.55,14.0,0.407,1.0,3.0,2.91,0.0,8.0,1
PRJ-300273,14.36,462.0,37.8,1.0,0.1272,22.0,0.2251,2.0,3.0,-6.91,0.0,4.0,0
PRJ-300274,10.25,351.0,67.7,1.0,0.1073,6.0,0.6681,0.0,3.0,5.82,1.0,3.0,0
PRJ-300275,13.95,430.0,104.4,5.0,0.3385,38.0,0.4259,0.0,3.0,-10.05,0.0,6.0,1
PRJ-300276,19.05,215.0,9.0,7.0,0.2927,30.0,0.1992,4.0,2.0,4.0,0.0,2.0,0
PRJ-300277,15.66,187.0,22.4,1.0,0.253,36.0,0.1743,4.0,2.0,-6.9,1.0,3.0,1
PRJ-300278,14.81,176.0,27.2,6.0,0.3383,57.0,0.1432,2.0,3.0,16.71,0.0,5.0,0
PRJ-300279,11.5,102.0,47.0,4.0,0.4164,22.0,0.5876,1.0,2.0,-2.96,0.0,1.0,0
PRJ-300280,7.09,182.0,29.8,1.0,0.1952,7.0,0.0759,3.0,2.0,2.07,1.0,3.0,0
PRJ-300281,4.78,167.0,93.8,3.0,0.225,22.0,0.4638,1.0,3.0,13.04,0.0,5.0,0
PRJ-300282,8.49,419.0,52.2,6.0,0.1517,21.0,0.5508,1.0,4.0,2.54,0.0,3.0,0
PRJ-300283,11.63,150.0,40.4,6.0,0.1202,28.0,0.2359,3.0,3.0,9.64,0.0,8.0,0
PRJ-300284,12.62,127.0,62.2,7.0,0.4969,50.0,0.6166,2.0,3.0,-14.46,0.0,3.0,0
PRJ-300285,21.32,407.0,6.3,8.0,0.2818,59.0,0.3093,1.0,3.0,6.63,0.0,8.0,0
PRJ-300286,10.94,311.0,60.0,1.0,0.1771,37.0,0.3404,1.0,1.0,-2.4,0.0,5.0,0
PRJ-300287,17.32,151.0,20.3,7.0,0.2617,47.0,0.524,2.0,3.0,10.28,0.0,7.0,0
PRJ-300288,4.03,394.0,82.3,1.0,0.293,17.0,0.1946,4.0,3.0,5.79,0.0,6.0,1
PRJ-300289,14.49,151.0,7.6,8.0,0.1681,21.0,0.5422,1.0,2.0,6.29,1.0,8.0,0
PRJ-300290,13.83,433.0,65.3,7.0,0.1281,52.0,0.1726,1.0,3.0,8.43,1.0,4.0,0
PRJ-300291,27.11,60.0,20.8,8.0,0.0512,21.0,0.5714,0.0,3.0,12.34,0.0,7.0,0
PRJ-300292,10.25,337.0,105.8,1.0,0.1593,22.0,0.5525,0.0,4.0,-24.75,0.0,5.0,1
PRJ-300293,9.96,340.0,9.9,1.0,0.1138,53.0,0.1817,0.0,4.0,-9.31,1.0,2.0,0
PRJ-300294,19.14,229.0,45.7,8.0,0.3184,48.0,0.2702,3.0,2.0,-0.21,0.0,2.0,0
PRJ-300295,5.06,386.0,74.0,3.0,0.2225,46.0,0.3477,1.0,1.0,-14.1,1.0,7.0,0
PRJ-300296,14.24,232.0,57.5,4.0,0.5576,43.0,0.5886,3.0,1.0,-2.86,0.0,4.0,1
PRJ-300297,4.87,368.0,57.2,3.0,0.4145,39.0,0.658,2.0,4.0,2.38,0.0,7.0,0
PRJ-300298,34.75,155.0,13.8,2.0,0.1499,33.0,0.1542,3.0,2.0,18.98,0.0,4.0,1
PRJ-300299,9.07,326.0,12.9,1.0,0.368,42.0,0.4137,4.0,1.0,8.7,0.0,6.0,1
PRJ-300300,4.64,419.0,55.6,2.0,0.3973,2.0,0.5435,0.0,3.0,8.67,1.0,8.0,1
PRJ-300301,8.45,523.0,49.3,7.0,0.2457,3.0,0.1776,1.0,1.0,0.65,0.0,7.0,0
PRJ-300302,14.3,223.0,17.7,1.0,0.3043,52.0,0.4975,4.0,1.0,-20.72,0.0,7.0,0
PRJ-300303,16.98,279.0,16.8,8.0,0.1524,5.0,0.546,3.0,3.0,-8.67,0.0,0.0,1
PRJ-300304,26.23,280.0,40.9,2.0,0.1259,38.0,0.2234,0.0,1.0,-19.56,0.0,8.0,1
PRJ-300305,7.75,470.0,32.4,5.0,0.0835,18.0,0.5863,4.0,2.0,6.77,1.0,4.0,0
PRJ-300306,19.69,521.0,152.4,3.0,0.1046,44.0,0.6025,4.0,3.0,1.22,0.0,8.0,0
PRJ-300307,3.29,364.0,110.2,8.0,0.0904,28.0,0.4428,2.0,4.0,2.54,0.0,7.0,0
PRJ-300308,5.68,451.0,80.2,1.0,0.1057,18.0,0.3372,2.0,2.0,6.04,0.0,0.0,1
PRJ-300309,4.11,86.0,119.6,6.0,0.119,42.0,0.3237,4.0,2.0,-5.58,0.0,2.0,0
PRJ-300310,6.8,420.0,25.5,8.0,0.1094,58.0,0.3557,4.0,3.0,-15.62,0.0,2.0,0
PRJ-300311,19.13,445.0,28.9,4.0,0.0244,46.0,0.4718,3.0,3.0,-5.21,0.0,1.0,0
PRJ-300312,7.88,398.0,99.4,4.0,0.1549,13.0,0.6087,2.0,1.0,5.48,1.0,1.0,0
PRJ-300313,8.96,334.0,45.6,2.0,0.108,53.0,0.1433,4.0,1.0,-20.53,1.0,1.0,0
PRJ-300314,14.55,490.0,47.8,8.0,0.1279,59.0,0.4241,1.0,3.0,2.4,0.0,5.0,0
PRJ-300315,16.52,368.0,15.7,8.0,0.4232,16.0,0.2019,1.0,2.0,-14.42,0.0,5.0,0
PRJ-300316,9.15,463.0,96.2,4.0,0.1749,38.0,0.5274,3.0,2.0,7.1,0.0,4.0,0
PRJ-300317,5.65,134.0,67.6,6.0,0.3039,44.0,0.342,3.0,3.0,-15.31,0.0,4.0,0
PRJ-300318,31.28,374.0,35.6,7.0,0.0828,37.0,0.2076,1.0,2.0,9.42,0.0,5.0,0
PRJ-300319,9.2,261.0,29.1,3.0,0.2564,59.0,0.5308,0.0,1.0,-16.76,0.0,3.0,1
PRJ-300320,9.84,474.0,107.1,1.0,0.4805,15.0,0.3796,2.0,2.0,-11.39,0.0,5.0,1
PRJ-300321,10.71,480.0,25.8,2.0,0.0581,12.0,0.7942,4.0,3.0,8.13,0.0,8.0,0
PRJ-300322,17.65,462.0,11.2,8.0,0.3853,53.0,0.4516,0.0,3.0,-2.11,0.0,4.0,0
PRJ-300323,3.87,151.0,111.3,7.0,0.1913,4.0,0.3761,1.0,4.0,-23.6,0.0,6.0,1
PRJ-300324,38.86,288.0,112.8,1.0,0.3743,1.0,0.2395,4.0,2.0,8.48,0.0,2.0,1
PRJ-300325,9.66,45.0,25.7,7.0,0.3422,53.0,0.1397,0.0,2.0,-25.4,0.0,4.0,1
PRJ-300326,18.04,529.0,172.4,8.0,0.4161,50.0,0.0728,4.0,4.0,-2.13,0.0,4.0,0
PRJ-300327,4.68,172.0,41.7,5.0,0.3788,8.0,0.1262,2.0,3.0,24.89,0.0,7.0,0
PRJ-300328,13.6,354.0,26.0,4.0,0.175,49.0,0.4764,0.0,1.0,0.98,0.0,7.0,0
PRJ-300329,35.2,286.0,66.0,8.0,0.2335,43.0,0.5681,0.0,3.0,-4.18,0.0,3.0,1
PRJ-300330,32.19,492.0,13.4,7.0,0.0617,54.0,0.1765,0.0,4.0,-0.87,0.0,0.0,0
PRJ-300331,17.74,451.0,19.6,4.0,0.2348,23.0,0.1641,1.0,4.0,-13.11,0.0,4.0,0
PRJ-300332,6.48,429.0,55.8,4.0,0.4532,19.0,0.4191,1.0,3.0,2.07,0.0,3.0,0
PRJ-300333,25.37,363.0,48.6,8.0,0.4726,21.0,0.4347,1.0,1.0,26.02,0.0,7.0,0
PRJ-300334,3.27,104.0,85.9,8.0,0.2291,39.0,0.3939,2.0,2.0,-5.1,0.0,3.0,0
PRJ-300335,6.31,499.0,15.5,6.0,0.6148,56.0,0.4074,0.0,3.0,-9.73,1.0,7.0,0
PRJ-300336,11.54,76.0,153.1,6.0,0.3459,56.0,0.3706,4.0,4.0,5.69,0.0,7.0,0
PRJ-300337,3.49,270.0,31.9,6.0,0.1029,21.0,0.5109,0.0,3.0,8.94,0.0,5.0,0
PRJ-300338,8.44,232.0,47.3,3.0,0.1131,4.0,0.516,3.0,1.0,1.25,0.0,6.0,0
PRJ-300339,19.94,238.0,30.7,8.0,0.474,24.0,0.7435,1.0,3.0,-3.71,0.0,3.0,0
PRJ-300340,7.31,528.0,13.3,3.0,0.049,26.0,0.2513,1.0,1.0,6.66,0.0,2.0,0
PRJ-300341,20.54,159.0,43.4,7.0,0.3673,0.0,0.1354,1.0,3.0,-17.6,0.0,6.0,1
PRJ-300342,45.29,332.0,73.3,7.0,0.2968,58.0,0.0769,3.0,4.0,-5.86,0.0,4.0,1
PRJ-300343,15.69,152.0,38.5,3.0,0.1187,11.0,0.326,3.0,4.0,-27.74,1.0,6.0,0
PRJ-300344,20.32,496.0,21.7,7.0,0.7577,34.0,0.1576,3.0,3.0,-1.29,0.0,4.0,0
PRJ-300345,25.91,409.0,87.9,7.0,0.1894,21.0,0.3269,0.0,3.0,-2.56,0.0,3.0,0
PRJ-300346,9.0,250.0,90.3,4.0,0.1788,42.0,0.2451,4.0,1.0,12.61,0.0,6.0,0
PRJ-300347,20.01,84.0,36.9,5.0,0.2106,39.0,0.6971,3.0,1.0,-10.25,0.0,3.0,0
PRJ-300348,8.84,120.0,58.4,5.0,0.3056,54.0,0.7704,0.0,1.0,12.46,1.0,3.0,0
PRJ-300349,14.98,165.0,87.5,1.0,0.5546,3.0,0.3766,2.0,2.0,-2.51,0.0,7.0,0
PRJ-300350,21.96,246.0,72.7,5.0,0.086,16.0,0.3892,3.0,4.0,7.67,0.0,6.0,0
PRJ-300351,6.7,483.0,57.2,6.0,0.2537,20.0,0.1338,2.0,3.0,9.26,1.0,7.0,1
PRJ-300352,1.91,104.0,70.5,5.0,0.2851,53.0,0.322,3.0,3.0,0.57,0.0,8.0,1
PRJ-300353,6.25,330.0,61.4,4.0,0.0995,21.0,0.6961,2.0,1.0,3.29,0.0,1.0,1
PRJ-300354,24.03,216.0,45.4,5.0,0.2676,30.0,0.4599,0.0,1.0,-6.91,0.0,8.0,0
PRJ-300355,5.7,68.0,15.2,5.0,0.1794,47.0,0.4621,2.0,2.0,14.38,0.0,7.0,0
PRJ-300356,23.19,351.0,18.9,8.0,0.0906,55.0,0.3815,3.0,1.0,32.33,1.0,6.0,0
PRJ-300357,6.27,393.0,63.4,4.0,0.4543,16.0,0.3671,2.0,1.0,-17.5,0.0,4.0,0
PRJ-300358,10.48,519.0,30.4,2.0,0.4186,39.0,0.8847,4.0,2.0,0.82,0.0,8.0,0
PRJ-300359,12.09,295.0,61.7,1.0,0.2413,53.0,0.558,2.0,2.0,-3.46,0.0,3.0,0
PRJ-300360,5.68,206.0,14.8,7.0,0.1465,16.0,0.6759,3.0,2.0,5.36,0.0,4.0,0
PRJ-300361,10.56,467.0,23.5,2.0,0.2258,56.0,0.3773,1.0,4.0,-19.34,0.0,2.0,0
PRJ-300362,3.65,167.0,38.4,4.0,0.0413,23.0,0.4707,0.0,2.0,-12.66,0.0,5.0,0
PRJ-300363,9.56,382.0,4.0,7.0,0.4649,13.0,0.2392,1.0,4.0,20.71,1.0,3.0,0
PRJ-300364,11.43,511.0,20.9,2.0,0.0917,47.0,0.4708,3.0,4.0,17.57,1.0,7.0,1
PRJ-300365,1.98,47.0,26.2,2.0,0.1882,22.0,0.2684,0.0,3.0,-19.22,0.0,7.0,0
PRJ-300366,6.21,502.0,51.3,6.0,0.2876,24.0,0.6479,0.0,3.0,23.66,0.0,0.0,0
PRJ-300367,14.68,146.0,36.6,6.0,0.5736,44.0,0.5723,1.0,1.0,-8.92,1.0,5.0,0
PRJ-300368,5.21,283.0,53.4,2.0,0.3578,13.0,0.3084,4.0,1.0,10.05,0.0,7.0,0
PRJ-300369,16.29,172.0,46.6,5.0,0.3297,16.0,0.2669,2.0,3.0,-1.3,0.0,3.0,0
PRJ-300370,17.33,116.0,35.4,6.0,0.4534,42.0,0.3514,0.0,3.0,3.15,0.0,0.0,0
PRJ-300371,14.64,392.0,26.4,2.0,0.2185,49.0,0.4516,3.0,3.0,1.89,0.0,6.0,0
PRJ-300372,19.86,283.0,47.8,4.0,0.2885,10.0,0.1049,2.0,3.0,11.62,1.0,8.0,0
PRJ-300373,3.48,297.0,104.5,3.0,0.2327,58.0,0.1856,2.0,1.0,-5.88,1.0,4.0,0
PRJ-300374,22.58,284.0,26.3,8.0,0.5913,2.0,0.4379,1.0,3.0,22.69,0.0,3.0,1
PRJ-300375,5.74,414.0,149.0,4.0,0.3607,37.0,0.3289,3.0,3.0,13.63,1.0,4.0,1
PRJ-300376,13.03,523.0,48.5,7.0,0.1221,25.0,0.6797,4.0,3.0,-3.92,0.0,5.0,1
PRJ-300377,34.34,298.0,82.9,8.0,0.5712,9.0,0.5864,3.0,3.0,0.92,0.0,8.0,1
PRJ-300378,9.42,122.0,58.9,2.0,0.1285,46.0,0.3547,0.0,2.0,1.9,1.0,7.0,0
PRJ-300379,12.29,207.0,65.3,8.0,0.0859,0.0,0.363,1.0,3.0,-4.43,0.0,4.0,1
PRJ-300380,5.77,290.0,20.7,1.0,0.4619,16.0,0.3447,4.0,3.0,-3.59,0.0,0.0,1
PRJ-300381,34.13,96.0,30.2,4.0,0.3535,24.0,0.0999,2.0,3.0,10.08,0.0,6.0,0
PRJ-300382,6.22,158.0,8.8,2.0,0.3064,41.0,0.1911,3.0,2.0,7.54,1.0,8.0,0
PRJ-300383,18.3,145.0,37.8,1.0,0.2773,13.0,0.2128,1.0,1.0,-6.01,0.0,5.0,1
PRJ-300384,25.88,526.0,69.8,5.0,0.3825,3.0,0.5198,2.0,2.0,1.26,1.0,2.0,1
PRJ-300385,19.43,243.0,38.0,5.0,0.3494,46.0,0.2597,0.0,1.0,-11.67,0.0,5.0,0
PRJ-300386,15.23,480.0,86.1,5.0,0.1677,4.0,0.2396,1.0,1.0,20.84,0.0,2.0,0
PRJ-300387,12.9,317.0,32.7,4.0,0.4915,28.0,0.2631,4.0,4.0,9.52,1.0,5.0,1
PRJ-300388,4.64,295.0,24.9,7.0,0.4692,40.0,0.1407,4.0,3.0,-0.75,1.0,6.0,1
PRJ-300389,33.19,509.0,29.1,4.0,0.167,37.0,0.3021,4.0,3.0,2.36,0.0,2.0,1
PRJ-300390,14.43,387.0,74.6,5.0,0.4145,6.0,0.5561,3.0,2.0,9.99,0.0,0.0,1
PRJ-300391,12.3,163.0,127.9,4.0,0.2484,36.0,0.1798,0.0,4.0,-6.21,0.0,8.0,0
PRJ-300392,5.41,184.0,159.1,2.0,0.3882,0.0,0.3024,1.0,4.0,0.06,0.0,6.0,1
PRJ-300393,12.7,374.0,69.2,6.0,0.0524,2.0,0.243,3.0,2.0,8.58,0.0,2.0,0
PRJ-300394,11.79,46.0,83.3,7.0,0.4776,14.0,0.4713,0.0,2.0,-14.33,0.0,6.0,0
PRJ-300395,34.34,120.0,11.1,3.0,0.1159,42.0,0.492,4.0,4.0,6.72,0.0,6.0,1
PRJ-300396,12.29,81.0,14.5,4.0,0.1659,12.0,0.5107,3.0,3.0,30.06,0.0,0.0,1
PRJ-300397,12.57,398.0,21.5,8.0,0.2764,49.0,0.5749,0.0,2.0,-19.72,0.0,5.0,0
PRJ-300398,5.46,263.0,108.8,2.0,0.2132,8.0,0.5263,2.0,3.0,11.01,1.0,0.0,1
PRJ-300399,7.13,50.0,107.8,4.0,0.3214,28.0,0.4156,1.0,2.0,-14.63,0.0,4.0,0
PRJ-300400,16.94,412.0,183.0,3.0,0.1331,28.0,0.4546,4.0,1.0,-16.53,0.0,5.0,0
PRJ-300401,3.01,369.0,21.1,3.0,0.283,34.0,0.3708,1.0,2.0,-4.68,0.0,1.0,1
PRJ-300402,22.51,400.0,41.4,4.0,0.2595,22.0,0.6536,4.0,4.0,6.39,0.0,7.0,1
PRJ-300403,22.89,125.0,8.7,8.0,0.4079,8.0,0.5547,2.0,4.0,6.83,0.0,6.0,1
PRJ-300404,6.6,478.0,12.4,1.0,0.0457,43.0,0.1872,0.0,4.0,-1.39,1.0,6.0,1
PRJ-300405,15.27,134.0,35.3,3.0,0.2387,39.0,0.3034,0.0,3.0,-12.82,0.0,0.0,0
PRJ-300406,26.41,327.0,21.9,7.0,0.2547,39.0,0.1089,1.0,2.0,-1.7,0.0,4.0,0
PRJ-300407,11.15,321.0,22.2,1.0,0.1458,56.0,0.4107,0.0,4.0,-21.76,0.0,7.0,0
PRJ-300408,9.78,153.0,27.3,5.0,0.0914,53.0,0.5248,0.0,2.0,10.11,0.0,7.0,0
PRJ-300409,10.62,230.0,117.3,2.0,0.2628,42.0,0.1773,0.0,2.0,-4.69,1.0,7.0,1
PRJ-300410,14.4,70.0,94.5,5.0,0.1252,26.0,0.3578,4.0,4.0,13.29,0.0,6.0,1
PRJ-300411,7.8,278.0,18.7,6.0,0.1968,0.0,0.5686,4.0,4.0,-11.67,0.0,6.0,0
PRJ-300412,9.22,380.0,92.7,6.0,0.2668,13.0,0.694,4.0,4.0,6.46,1.0,2.0,1
PRJ-300413,14.59,197.0,23.5,5.0,0.0469,18.0,0.3486,0.0,2.0,-21.23,1.0,0.0,0
PRJ-300414,8.7,311.0,11.0,6.0,0.6933,17.0,0.1579,0.0,3.0,16.19,0.0,7.0,1
PRJ-300415,5.12,516.0,26.5,5.0,0.3168,57.0,0.1476,1.0,2.0,5.29,0.0,8.0,0
PRJ-300416,2.82,161.0,55.0,5.0,0.174,3.0,0.3843,3.0,2.0,-4.35,1.0,3.0,0
PRJ-300417,12.46,188.0,20.6,1.0,0.248,40.0,0.3333,3.0,4.0,-5.24,0.0,0.0,0
PRJ-300418,25.39,104.0,68.3,1.0,0.1127,29.0,0.3978,2.0,4.0,-3.78,0.0,4.0,0
PRJ-300419,15.77,313.0,28.1,2.0,0.0477,19.0,0.4295,3.0,2.0,-0.02,0.0,3.0,0
PRJ-300420,5.27,145.0,58.0,5.0,0.1391,44.0,0.4411,4.0,2.0,-19.12,1.0,2.0,0
PRJ-300421,7.09,467.0,18.5,4.0,0.1291,36.0,0.3968,0.0,1.0,-3.97,0.0,4.0,1
PRJ-300422,9.73,189.0,44.6,3.0,0.1408,50.0,0.4078,1.0,2.0,-3.72,0.0,8.0,0
PRJ-300423,35.02,373.0,21.2,4.0,0.4294,9.0,0.3832,2.0,3.0,12.21,0.0,8.0,0
PRJ-300424,36.2,138.0,36.1,8.0,0.3572,16.0,0.4517,1.0,4.0,-6.25,1.0,3.0,0
PRJ-300425,33.6,204.0,150.5,4.0,0.126,55.0,0.318,2.0,4.0,-12.37,1.0,6.0,1
PRJ-300426,13.31,129.0,31.2,4.0,0.0288,52.0,0.8432,0.0,3.0,-0.82,0.0,2.0,0
PRJ-300427,63.69,318.0,14.2,5.0,0.3717,23.0,0.3187,1.0,1.0,7.01,0.0,2.0,0
PRJ-300428,7.35,58.0,46.7,7.0,0.2365,24.0,0.4951,0.0,1.0,1.13,1.0,7.0,0
PRJ-300429,9.49,86.0,47.3,6.0,0.4405,11.0,0.4311,4.0,4.0,0.7,0.0,6.0,1
PRJ-300430,21.42,293.0,47.1,8.0,0.4138,4.0,0.5427,3.0,4.0,0.56,0.0,6.0,1
PRJ-300431,14.64,315.0,65.5,6.0,0.1846,4.0,0.6339,4.0,4.0,-1.92,0.0,1.0,0
PRJ-300432,15.19,208.0,30.0,8.0,0.147,0.0,0.6085,4.0,2.0,-6.72,0.0,0.0,0
PRJ-300433,5.92,258.0,70.1,5.0,0.166,2.0,0.3805,1.0,3.0,-9.43,0.0,4.0,1
PRJ-300434,11.73,251.0,43.2,5.0,0.3111,22.0,0.4146,3.0,3.0,0.33,0.0,6.0,0
PRJ-300435,7.42,420.0,13.4,5.0,0.1991,38.0,0.3457,1.0,4.0,3.9,0.0,1.0,0
PRJ-300436,4.41,265.0,77.2,4.0,0.1299,38.0,0.5607,3.0,1.0,0.79,0.0,8.0,1
PRJ-300437,8.06,464.0,50.1,2.0,0.1384,40.0,0.4115,1.0,1.0,-21.58,0.0,1.0,0
PRJ-300438,14.65,152.0,67.5,3.0,0.0951,38.0,0.541,2.0,4.0,11.15,1.0,3.0,0
PRJ-300439,19.25,143.0,15.0,5.0,0.5041,39.0,0.527,4.0,3.0,-16.49,0.0,8.0,0
PRJ-300440,2.75,244.0,80.4,5.0,0.5358,23.0,0.4646,2.0,2.0,-15.85,0.0,7.0,0
PRJ-300441,12.1,85.0,177.0,2.0,0.1506,18.0,0.2622,3.0,4.0,-12.56,0.0,6.0,1
PRJ-300442,11.37,377.0,13.9,7.0,0.4057,25.0,0.5311,0.0,2.0,-5.15,0.0,1.0,0
PRJ-300443,14.15,238.0,88.4,6.0,0.1044,47.0,0.197,3.0,2.0,-1.35,0.0,0.0,0
PRJ-300444,5.34,226.0,50.3,5.0,0.1831,32.0,0.0814,2.0,4.0,11.73,0.0,0.0,0
PRJ-300445,5.42,309.0,43.5,4.0,0.3264,50.0,0.6845,4.0,4.0,11.91,0.0,3.0,0
PRJ-300446,25.82,85.0,81.1,5.0,0.359,19.0,0.2128,1.0,4.0,-20.85,0.0,6.0,0
PRJ-300447,6.67,231.0,75.0,5.0,0.3018,36.0,0.1334,1.0,3.0,-21.54,1.0,7.0,1
PRJ-300448,9.17,526.0,103.7,4.0,0.1039,38.0,0.1054,3.0,4.0,12.86,0.0,6.0,0
PRJ-300449,9.83,356.0,15.6,7.0,0.4768,36.0,0.3049,4.0,2.0,-2.13,0.0,2.0,0
PRJ-300450,7.52,329.0,106.5,2.0,0.0835,6.0,0.3589,0.0,1.0,-12.34,0.0,1.0,0
PRJ-300451,16.6,295.0,57.6,3.0,0.2652,11.0,0.5061,4.0,4.0,6.99,0.0,7.0,0
PRJ-300452,15.71,277.0,9.0,4.0,0.6733,37.0,0.4189,2.0,4.0,13.5,0.0,8.0,1
PRJ-300453,11.03,508.0,31.5,1.0,0.1572,51.0,0.4289,3.0,2.0,4.99,1.0,0.0,0
PRJ-300454,7.83,505.0,51.2,1.0,0.3516,29.0,0.4223,4.0,1.0,-9.28,0.0,7.0,1
PRJ-300455,10.45,247.0,30.9,8.0,0.2936,5.0,0.2865,2.0,1.0,-25.88,0.0,2.0,0
PRJ-300456,12.78,502.0,39.5,7.0,0.308,52.0,0.226,4.0,3.0,6.23,0.0,3.0,0
PRJ-300457,7.1,85.0,27.4,3.0,0.2593,48.0,0.4831,4.0,1.0,-1.5,1.0,5.0,0
